# Timestamp (UTC): 2026-01-05T21-46-47Z
timestamp,open,high,low,close,volume
2025-12-27 23:25:00+00:00,2939.7,2939.7,2939.7,2939.7,0.001
2025-12-27 23:26:00+00:00,2939.6,2939.6,2939.6,2939.6,0.209
2025-12-27 23:27:00+00:00,2939.6,2939.6,2939.6,2939.6,0.0
2025-12-27 23:28:00+00:00,2939.6,2939.6,2939.6,2939.6,0.0
2025-12-27 23:29:00+00:00,2939.6,2939.6,2939.6,2939.6,0.0
2025-12-27 23:30:00+00:00,2940.2,2941.7,2940.2,2941.7,2.042
2025-12-27 23:31:00+00:00,2939.5,2939.5,2939.5,2939.5,0.004
2025-12-27 23:32:00+00:00,2939.5,2939.5,2939.5,2939.5,0.0
2025-12-27 23:33:00+00:00,2939.5,2939.5,2939.5,2939.5,0.0
2025-12-27 23:34:00+00:00,2938.6,2938.6,2938.6,2938.6,1.264
2025-12-27 23:35:00+00:00,2938.6,2938.6,2938.6,2938.6,0.0
2025-12-27 23:36:00+00:00,2938.6,2938.6,2938.6,2938.6,0.0
2025-12-27 23:37:00+00:00,2938.6,2938.6,2938.6,2938.6,0.0
2025-12-27 23:38:00+00:00,2938.6,2938.6,2938.6,2938.6,0.0
2025-12-27 23:39:00+00:00,2938.2,2938.2,2938.2,2938.2,5.107
2025-12-27 23:40:00+00:00,2938.2,2938.2,2938.2,2938.2,0.0
2025-12-27 23:41:00+00:00,2938.2,2938.2,2938.2,2938.2,0.0
2025-12-27 23:42:00+00:00,2938.2,2938.2,2938.2,2938.2,0.0
2025-12-27 23:43:00+00:00,2938.2,2938.2,2938.2,2938.2,0.0
2025-12-27 23:44:00+00:00,2938.2,2938.2,2938.2,2938.2,0.0
2025-12-27 23:45:00+00:00,2938.2,2938.2,2938.2,2938.2,0.0
2025-12-27 23:46:00+00:00,2938.2,2938.2,2938.2,2938.2,0.0
2025-12-27 23:47:00+00:00,2943.7,2959.1,2943.7,2953.7,27.037
2025-12-27 23:48:00+00:00,2953.8,2953.8,2949.8,2949.8,33.305
2025-12-27 23:49:00+00:00,2950.2,2950.4,2947.6,2947.6,1.955
2025-12-27 23:50:00+00:00,2947.2,2951.7,2947.2,2951.7,21.242
2025-12-27 23:51:00+00:00,2952.1,2952.1,2948.6,2948.6,5.862
2025-12-27 23:52:00+00:00,2949.2,2949.2,2948.9,2948.9,2.035
2025-12-27 23:53:00+00:00,2949.6,2950.1,2949.0,2949.3,2.611
2025-12-27 23:54:00+00:00,2949.3,2949.5,2949.2,2949.5,0.003
2025-12-27 23:55:00+00:00,2949.9,2949.9,2949.0,2949.1,19.843
2025-12-27 23:56:00+00:00,2950.1,2950.3,2950.1,2950.3,2.03
2025-12-27 23:57:00+00:00,2950.3,2950.3,2949.4,2949.4,4.173
2025-12-27 23:58:00+00:00,2949.5,2949.5,2948.6,2948.6,4.07
2025-12-27 23:59:00+00:00,2948.3,2948.3,2947.0,2947.3,0.106
2025-12-28 00:00:00+00:00,2949.7,2949.7,2948.4,2948.4,0.115
2025-12-28 00:01:00+00:00,2948.8,2949.7,2948.8,2949.7,0.006
2025-12-28 00:02:00+00:00,2950.3,2950.3,2948.7,2948.7,2.988
2025-12-28 00:03:00+00:00,2948.3,2948.3,2947.2,2947.2,4.369
2025-12-28 00:04:00+00:00,2946.5,2947.0,2946.5,2947.0,0.002
2025-12-28 00:05:00+00:00,2947.0,2948.3,2947.0,2948.3,0.992
2025-12-28 00:06:00+00:00,2948.0,2948.2,2948.0,2948.0,5.432
2025-12-28 00:07:00+00:00,2947.8,2947.8,2946.5,2946.5,15.668
2025-12-28 00:08:00+00:00,2946.3,2946.4,2945.6,2945.6,4.356
2025-12-28 00:09:00+00:00,2945.5,2945.5,2945.5,2945.5,0.001
2025-12-28 00:10:00+00:00,2946.1,2947.9,2946.0,2947.9,16.107
2025-12-28 00:11:00+00:00,2947.3,2947.3,2947.3,2947.3,0.002
2025-12-28 00:12:00+00:00,2947.2,2947.2,2947.2,2947.2,0.002
2025-12-28 00:13:00+00:00,2947.2,2947.2,2947.2,2947.2,0.001
2025-12-28 00:14:00+00:00,2946.8,2946.8,2946.2,2946.2,0.579
