# Timestamp (UTC): 2026-01-05T21-46-47Z
timestamp,open,high,low,close,volume
2025-12-26 18:49:00+00:00,87225.0,87277.0,87225.0,87273.0,1.1149
2025-12-26 18:50:00+00:00,87283.0,87321.0,87283.0,87290.0,0.8593
2025-12-26 18:51:00+00:00,87280.0,87303.0,87269.0,87286.0,1.0677
2025-12-26 18:52:00+00:00,87286.0,87286.0,87246.0,87249.0,0.9988
2025-12-26 18:53:00+00:00,87242.0,87254.0,87210.0,87210.0,0.8085
2025-12-26 18:54:00+00:00,87223.0,87274.0,87223.0,87274.0,1.1393
2025-12-26 18:55:00+00:00,87277.0,87289.0,87240.0,87240.0,0.5005
2025-12-26 18:56:00+00:00,87240.0,87240.0,87240.0,87240.0,0.0
2025-12-26 18:57:00+00:00,87232.0,87249.0,87215.0,87215.0,0.6651
2025-12-26 18:58:00+00:00,87213.0,87235.0,87210.0,87235.0,0.2948
2025-12-26 18:59:00+00:00,87227.0,87238.0,87227.0,87237.0,0.0489
2025-12-26 19:00:00+00:00,87233.0,87252.0,87204.0,87208.0,1.6919
2025-12-26 19:01:00+00:00,87229.0,87233.0,87223.0,87223.0,0.149
2025-12-26 19:02:00+00:00,87226.0,87247.0,87226.0,87237.0,0.2262
2025-12-26 19:03:00+00:00,87250.0,87309.0,87250.0,87300.0,0.9678
2025-12-26 19:04:00+00:00,87291.0,87302.0,87283.0,87301.0,0.3194
2025-12-26 19:05:00+00:00,87310.0,87346.0,87310.0,87331.0,0.6537
2025-12-26 19:06:00+00:00,87319.0,87346.0,87318.0,87345.0,0.5459
2025-12-26 19:07:00+00:00,87326.0,87326.0,87270.0,87271.0,0.7469
2025-12-26 19:08:00+00:00,87268.0,87268.0,87239.0,87247.0,0.3507
2025-12-26 19:09:00+00:00,87243.0,87310.0,87243.0,87303.0,3.6719
2025-12-26 19:10:00+00:00,87294.0,87330.0,87280.0,87330.0,0.4143
2025-12-26 19:11:00+00:00,87325.0,87331.0,87313.0,87319.0,0.4028
2025-12-26 19:12:00+00:00,87326.0,87326.0,87279.0,87284.0,0.0803
2025-12-26 19:13:00+00:00,87287.0,87287.0,87287.0,87287.0,0.0002
2025-12-26 19:14:00+00:00,87284.0,87298.0,87281.0,87281.0,0.494
2025-12-26 19:15:00+00:00,87278.0,87284.0,87200.0,87219.0,0.3584
2025-12-26 19:16:00+00:00,87221.0,87307.0,87221.0,87302.0,0.4877
2025-12-26 19:17:00+00:00,87298.0,87324.0,87281.0,87324.0,1.2952
2025-12-26 19:18:00+00:00,87325.0,87332.0,87312.0,87332.0,1.7743
2025-12-26 19:19:00+00:00,87329.0,87333.0,87299.0,87331.0,1.2545
2025-12-26 19:20:00+00:00,87325.0,87351.0,87324.0,87342.0,0.5877
2025-12-26 19:21:00+00:00,87342.0,87379.0,87341.0,87361.0,2.0225
2025-12-26 19:22:00+00:00,87355.0,87367.0,87352.0,87367.0,0.0443
2025-12-26 19:23:00+00:00,87372.0,87372.0,87341.0,87352.0,0.9013
2025-12-26 19:24:00+00:00,87353.0,87359.0,87310.0,87310.0,0.4359
2025-12-26 19:25:00+00:00,87310.0,87350.0,87304.0,87304.0,1.5271
2025-12-26 19:26:00+00:00,87323.0,87345.0,87323.0,87343.0,0.2886
2025-12-26 19:27:00+00:00,87347.0,87347.0,87337.0,87337.0,0.4001
2025-12-26 19:28:00+00:00,87341.0,87364.0,87327.0,87334.0,0.3787
2025-12-26 19:29:00+00:00,87337.0,87337.0,87321.0,87321.0,0.5025
2025-12-26 19:30:00+00:00,87321.0,87345.0,87317.0,87317.0,1.0125
